id,custom_date,master_development,sub_loc_1,sub_loc_2,sub_loc_3,sub_loc_4,total_sales_price_val,sales_price_sqft_unit,sales_price_sqm_unit,unit_size_sqft,unit_size_sqm,unit_type,no_beds,custom_view,maid,study,balcony,plot_size_sqft,plot_size_sqm,developer_type,floor_level,evdnc_name,comments,dev_name,unit_no,sale_sequence,data_source,months_since_start,month,year_month,annual_service_charge,is_park_facing,is_pool_adjacent,is_corner_unit,is_single_row,is_end_unit,is_near_amenities,is_road_facing,is_brand_new,is_motivated_seller,is_hot_deal,has_big_plot,has_mortgage_mention,is_upgraded,is_rented,unit_subtype,unit_position,has_maid_room,plot_to_unit_ratio,is_g_plus_2,is_resale,beds_numeric,park_label,corner_label,row_label
10176847,2025-03-22,Mudon,Al Ranim,,,,3000000,1280,13761,2344,218.0,Townhouse,3.0,,,,,,,,G+1,Active Listings,Phase 5 | Gated Community | Big Plot,Dubai Properties,,,listing,1.4,2025-03,2025-03,7266.400000000001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,unknown,0,,0,0,3.0,Not Park Facing,Non-Corner,Non-Single Row
10861449,2025-09-10,Mudon,Al Ranim,,,,4100000,1609,17300,2548,237.0,Townhouse,4.0,,,,,,,,G+1,Active Listings,Brand New | Prime Location | Genuine Sale,Dubai Properties,,,listing,7.1,2025-09,2025-09,7898.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,unknown,0,,0,0,4.0,Not Park Facing,Non-Corner,Non-Single Row
10371350,2025-06-03,Mudon,Al Ranim,,,,3999999,1332,14337,3003,279.0,Townhouse,4.0,,,,,,,,G+1,Active Listings,Luxury G+2 Villa | Close to Pool | Best Price,Dubai Properties,,,listing,3.8,2025-06,2025-06,9309.300000000001,0,1,0,0,0,0,0,0,0,1,0,0,0,0,,unknown,0,,0,0,4.0,Not Park Facing,Non-Corner,Non-Single Row
10936251,2025-08-30,Mudon,Al Ranim,,,,3100000,1505,16230,2060,191.0,Townhouse,3.0,,,,,,,,G+1,Active Listings,HOT DEAL | SINGLE ROW | VERY NEAR TO PARK |,Dubai Properties,,,listing,6.7,2025-08,2025-08,6386.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,unknown,0,,0,0,3.0,Not Park Facing,Non-Corner,Single Row
10484529,2025-05-27,Mudon,Al Ranim,,,,3950000,1358,14630,2908,270.0,Townhouse,4.0,,,,,,,,G+1,Active Listings,Large Plot | Near Amenities | Genuine Resale,Dubai Properties,,,listing,3.6,2025-05,2025-05,9014.800000000001,0,0,0,0,0,1,0,0,0,0,1,0,0,0,,unknown,0,,0,0,4.0,Not Park Facing,Non-Corner,Non-Single Row
10472557,2025-02-20,Mudon,Al Ranim,,,,2500000,1128,12136,2217,206.0,Townhouse,3.0,,,,,,,,G+1,Active Listings,Competitive Price | Motivated Seller | Prime Location,Dubai Properties,,,listing,0.5,2025-02,2025-02,6872.7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,unknown,0,,0,0,3.0,Not Park Facing,Non-Corner,Non-Single Row
10961705,2025-08-18,Mudon,Al Ranim,,,,3000000,1277,13761,2350,218.0,Townhouse,3.0,,,,,,,,G+1,Active Listings,Single Row | 3 Bedroom Townhouse | Best Location!,Dubai Properties,,,listing,6.3,2025-08,2025-08,7285.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,unknown,0,,0,0,3.0,Not Park Facing,Non-Corner,Single Row
10091348,2025-02-19,Mudon,Al Ranim,,,,4300000,1444,15523,2977,277.0,Townhouse,4.0,,,,,,,,G+1,Active Listings,Great Location | Big Plot | Greenery View,Dubai Properties,,,listing,0.4,2025-02,2025-02,9228.7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,unknown,0,,0,0,4.0,Not Park Facing,Non-Corner,Non-Single Row
10358745,2025-05-29,Mudon,Al Ranim,,,,4500000,1511,16245,2978,277.0,Townhouse,4.0,,,,,,,,G+1,Active Listings,Mortgage Accepted | Direct Facing Park | Plot 3031 SQ FT | Corner | Single Row,Dubai Properties,,,listing,3.7,2025-05,2025-05,9231.800000000001,1,0,1,1,0,0,0,0,0,0,0,1,0,0,,unknown,0,,0,0,4.0,Park Facing,Corner Unit,Single Row
10273586,2025-04-28,Mudon,Al Ranim,,,,2850000,1215,13073,2345,218.0,Townhouse,3.0,,,,,,,,G+1,Active Listings,SINGLE ROW | PAID 55% | BEST PRICE,Dubai Properties,,,listing,2.7,2025-04,2025-04,7269.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,unknown,0,,0,0,3.0,Not Park Facing,Non-Corner,Single Row
10730301,2025-07-21,Mudon,Al Ranim,,,,4000000,1331,14337,3005,279.0,Townhouse,4.0,,,,,,,,G+1,Active Listings,Corner unit |  Big Plot | Next to Park and Pool,Dubai Properties,,,listing,5.4,2025-07,2025-07,9315.5,0,1,1,0,0,0,0,0,0,0,1,0,0,0,,unknown,0,,0,0,4.0,Not Park Facing,Corner Unit,Non-Single Row
10349161,2025-05-27,Mudon,Al Ranim,,,,3400000,1450,15596,2345,218.0,Townhouse,3.0,,,,,,,,G+1,Active Listings,Family Community | Park Facing | Modern Type,Dubai Properties,,,listing,3.6,2025-05,2025-05,7269.5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,unknown,0,,0,0,3.0,Park Facing,Non-Corner,Non-Single Row
10132321,2025-02-19,Mudon,Al Ranim,,,,2800000,1194,12844,2345,218.0,Townhouse,3.0,,,,,,,,G+1,Active Listings,3 Bedroom Townhouse-Single Row (3B1-M),Dubai Properties,,,listing,0.4,2025-02,2025-02,7269.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,unknown,0,,0,0,3.0,Not Park Facing,Non-Corner,Single Row
12127609,2025-11-26,Mudon,Al Ranim,,,,3250000,1382,14908,2351,218.0,Townhouse,3.0,,,,,,,,G+1,Active Listings,Good Deal | Genuine Resale | Handover 2026,Dubai Properties,,,listing,9.6,2025-11,2025-11,7288.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,0,,0,0,3.0,Not Park Facing,Non-Corner,Non-Single Row
10152410,2025-03-04,Mudon,Al Ranim,,,,2999999,1353,14563,2217,206.0,Townhouse,3.0,,,,,,,,G+1,Active Listings,Single Row | Facing The Pool | 3B1 Layout,Dubai Properties,,,listing,0.9,2025-03,2025-03,6872.7,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,unknown,0,,0,0,3.0,Not Park Facing,Non-Corner,Single Row
10150035,2025-03-13,Mudon,Al Ranim,,,,3700000,1371,14741,2699,251.0,Townhouse,4.0,,,,,,,,G+1,Active Listings,Single Row | Near to amenities | Type 4B2,Dubai Properties,,,listing,1.1,2025-03,2025-03,8366.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,unknown,0,,0,0,4.0,Not Park Facing,Non-Corner,Single Row
10486693,2025-06-11,Mudon,Al Ranim,,,,3750000,1472,15823,2548,237.0,Townhouse,4.0,,,,,,,,G+1,Active Listings,Brand New | Prime Location | Genuine Sale,Dubai Properties,,,listing,4.1,2025-06,2025-06,7898.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,unknown,0,,0,0,4.0,Not Park Facing,Non-Corner,Non-Single Row
11915610,2025-11-04,Mudon,Al Ranim,,,,3500000,1579,16990,2217,206.0,Townhouse,3.0,,,,,,,,G+1,Active Listings,Beautiful Park Facing | Prime Location | Single Row,Dubai Properties,,,listing,8.9,2025-11,2025-11,6872.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,unknown,0,,0,0,3.0,Park Facing,Non-Corner,Single Row
10649556,2025-06-25,Mudon,Al Ranim,,,,2999999,1353,14563,2217,206.0,Townhouse,3.0,,,,,,,,G+1,Active Listings,Luxury G+1 Villa | single Row | Best Price,Dubai Properties,,,listing,4.6,2025-06,2025-06,6872.7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,unknown,0,,0,0,3.0,Not Park Facing,Non-Corner,Single Row
10476860,2025-04-07,Mudon,Al Ranim,,,,3200000,1707,18391,1875,174.0,Townhouse,3.0,,,,,,,,G+1,Active Listings,PRIME LOCATION | SINGLE ROW | 3 BED,Dubai Properties,,,listing,2.0,2025-04,2025-04,5812.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,unknown,0,,0,0,3.0,Not Park Facing,Non-Corner,Single Row
10368494,2025-06-02,Mudon,Al Ranim,,,,3500000,1202,12915,2913,271.0,Townhouse,3.0,,,,,,,,G+1,Active Listings,Exclusive | Single Row | Direct To The Park,Dubai Properties,,,listing,3.8,2025-06,2025-06,9030.300000000001,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,unknown,0,,0,0,3.0,Not Park Facing,Non-Corner,Single Row
10399995,2025-06-13,Mudon,Al Ranim,,,,3000000,1659,17857,1808,168.0,Townhouse,3.0,,,,,,,,G+1,Active Listings,3 Bedroom | Single Row | On Pool And Park,Dubai Properties,,,listing,4.2,2025-06,2025-06,5604.8,0,1,0,1,0,0,0,0,0,0,0,0,0,0,,unknown,0,,0,0,3.0,Not Park Facing,Non-Corner,Single Row
10413632,2025-06-18,Mudon,Al Ranim,,,,3999999,1570,16878,2548,237.0,Townhouse,4.0,,,,,,,,G+1,Active Listings,Luxury G+1 Villa | Park View | Best Price,Dubai Properties,,,listing,4.3,2025-06,2025-06,7898.8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,unknown,0,,0,0,4.0,Park Facing,Non-Corner,Non-Single Row
10413454,2025-06-18,Mudon,Al Ranim,,,,4099999,1365,14695,3004,279.0,Townhouse,4.0,,,,,,,,G+1,Active Listings,Luxury G+2 Villa | Single Row | Best Price,Dubai Properties,,,listing,4.3,2025-06,2025-06,9312.4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,unknown,0,,0,0,4.0,Not Park Facing,Non-Corner,Single Row
10867154,2025-09-27,Mudon,Al Ranim,,,,3100000,1319,14220,2351,218.0,Townhouse,3.0,,,,,,,,G+1,Active Listings,Motivated Seller | Type: 3B1 | Elegant Community | Modern Layout,Dubai Properties,,,listing,7.7,2025-09,2025-09,7288.1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,unknown,0,,0,0,3.0,Not Park Facing,Non-Corner,Non-Single Row
10637359,2025-06-21,Mudon,Al Ranim,,,,4000000,1356,14599,2949,274.0,Townhouse,4.0,,,,,,,,G+1,Active Listings,Genuine Resale / Prime Location / Single Row,Dubai Properties,,,listing,4.4,2025-06,2025-06,9141.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,unknown,0,,0,0,4.0,Not Park Facing,Non-Corner,Single Row
11530751,2025-09-28,Mudon,Al Ranim,,,,4499999,1347,14516,3341,310.0,Townhouse,4.0,,,,,,,,G+1,Active Listings,Single Row | Exclusive | Ready Soon,Dubai Properties,,,listing,7.7,2025-09,2025-09,10357.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,unknown,0,,0,0,4.0,Not Park Facing,Non-Corner,Single Row
10290547,2025-05-05,Mudon,Al Ranim,,,,2950000,1331,14320,2216,206.0,Townhouse,3.0,,,,,,,,G+1,Active Listings,Luxury G+1 Villa | Park View | Best Price,Dubai Properties,,,listing,2.9,2025-05,2025-05,6869.6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,unknown,0,,0,0,3.0,Park Facing,Non-Corner,Non-Single Row
12410915,2026-01-13,Mudon,Al Ranim,,,,4870000,1746,18803,2790,259.0,Townhouse,4.0,,,,,,,,G+1,Active Listings,MUDON - AL RANIM - OFF PLAN - 4BHK- MAID ROOM FOR SALE,Dubai Properties,,,listing,11.2,2026-01,2026-01,8649.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,0,,0,0,4.0,Not Park Facing,Non-Corner,Non-Single Row
10281799,2025-05-01,Mudon,Al Ranim,,,,3600000,1235,13284,2914,271.0,Townhouse,3.0,,,,,,,,G+1,Active Listings,Exclusive Location | Private Single Row | Expansive Open Layout,Dubai Properties,,,listing,2.8,2025-05,2025-05,9033.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,unknown,0,,0,0,3.0,Not Park Facing,Non-Corner,Single Row
10150014,2025-03-22,Mudon,Al Ranim,,,,3200000,1247,13445,2566,238.0,Townhouse,3.0,,,,,,,,G+1,Active Listings,Great Location | Big Plot | Greenery View,Dubai Properties,,,listing,1.4,2025-03,2025-03,7954.6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,unknown,0,,0,0,3.0,Not Park Facing,Non-Corner,Non-Single Row
10126082,2025-02-27,Mudon,Al Ranim,,,,3000000,1489,16043,2015,187.0,Townhouse,3.0,,,,,,,,G+1,Active Listings,COMMUNITY EXPERT | VOT VASTU | FREE MORTGAGE | NO AGENTS,Dubai Properties,,,listing,0.7,2025-02,2025-02,6246.5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,unknown,0,,0,0,3.0,Not Park Facing,Non-Corner,Non-Single Row
10472978,2025-03-06,Mudon,Al Ranim,,,,3800000,1372,14786,2769,257.0,Townhouse,4.0,,,,,,,,G+1,Active Listings,Single Row | Genuine Resale | Near Park,Dubai Properties,,,listing,0.9,2025-03,2025-03,8583.9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,unknown,0,,0,0,4.0,Not Park Facing,Non-Corner,Single Row
12484705,2026-01-27,Mudon,Al Ranim,,,,3350000,1429,15367,2345,218.0,Townhouse,3.0,,,,,,,,G+1,Active Listings,Opposit Pool | Brand New | Special Layout,Dubai Properties,,,listing,11.7,2026-01,2026-01,7269.5,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,unknown,0,,0,0,3.0,Not Park Facing,Non-Corner,Non-Single Row
10311884,2025-05-14,Mudon,Al Ranim,,,,3700000,1270,13653,2913,271.0,Townhouse,3.0,,,,,,,,G+1,Active Listings,G+2 | Direct on park | Special Unit,Dubai Properties,,,listing,3.2,2025-05,2025-05,9030.300000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,0,,0,0,3.0,Not Park Facing,Non-Corner,Non-Single Row
10357757,2025-05-29,Mudon,Al Ranim,,,,3600000,1413,15190,2548,237.0,Townhouse,4.0,,,,,,,,G+1,Active Listings,Lowest Price I No Agents I Single Row,Dubai Properties,,,listing,3.7,2025-05,2025-05,7898.8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,unknown,0,,0,0,4.0,Not Park Facing,Non-Corner,Single Row
10273599,2025-04-28,Mudon,Al Ranim,,,,2825000,1205,12959,2345,218.0,Townhouse,3.0,,,,,,,,G+1,Active Listings,BEST PRICE | SINGLE ROW | NEAT TO PARK,Dubai Properties,,,listing,2.7,2025-04,2025-04,7269.5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,unknown,0,,0,0,3.0,Not Park Facing,Non-Corner,Single Row
10778054,2025-08-03,Mudon,Al Ranim,,,,3900000,1364,14662,2860,266.0,Townhouse,4.0,,,,,,,,G+1,Active Listings,Corner Unit  Single Row  | 4Beds + Maids|,Dubai Properties,,,listing,5.8,2025-08,2025-08,8866.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,unknown,0,,0,0,4.0,Not Park Facing,Corner Unit,Single Row
10891596,2025-08-12,Mudon,Al Ranim,,,,2950000,1255,13532,2350,218.0,Townhouse,3.0,,,,,,,,G+1,Active Listings,Single Row | Genuine Seller | VAASTU,Dubai Properties,,,listing,6.1,2025-08,2025-08,7285.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,unknown,0,,0,0,3.0,Not Park Facing,Non-Corner,Single Row
12469920,2026-01-23,Mudon,Al Ranim,,,,4600000,1531,16487,3004,279.0,Townhouse,4.0,,,,,,,,G+1,Active Listings,Single Row | Modern Layout | 4BR + Maid Townhouse,Dubai Properties,,,listing,11.5,2026-01,2026-01,9312.4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,,unknown,0,,0,0,4.0,Not Park Facing,Non-Corner,Single Row
10890733,2025-09-13,Mudon,Al Ranim,,,,4000000,1538,16529,2600,242.0,Townhouse,4.0,,,,,,,,G+1,Active Listings,Single Row | Corner | Near Park | Easy Access to Main Road,Dubai Properties,,,listing,7.2,2025-09,2025-09,8060.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,,unknown,0,,0,0,4.0,Not Park Facing,Corner Unit,Single Row
10349173,2025-05-27,Mudon,Al Ranim,,,,3400000,1449,15596,2347,218.0,Townhouse,3.0,,,,,,,,G+1,Active Listings,Single Row | Huge Layout | Premium Location,Dubai Properties,,,listing,3.6,2025-05,2025-05,7275.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,unknown,0,,0,0,3.0,Not Park Facing,Non-Corner,Single Row
11769530,2025-10-17,Mudon,Al Ranim,Al Ranim 1,,,3420000,1543,16602,2217,206.0,Townhouse,3.0,,,,,1808.0,168.0,,G+1,Title Deed,,Dubai Properties,,Resale,transaction,8.3,2025-10,2025-10,6872.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,0,0.8155164636896707,0,1,3.0,Not Park Facing,Non-Corner,Non-Single Row
12239671,2025-12-19,Mudon,Al Ranim,Al Ranim 1,,,3500000,1579,16990,2217,206.0,Townhouse,3.0,,,,,1808.0,168.0,,G+1,Active Listings,Ready To Move 3 Beds Close To The Park And Pool,Dubai Properties,,,listing,10.4,2025-12,2025-12,6872.7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,unknown,0,0.8155164636896707,0,0,3.0,Not Park Facing,Non-Corner,Non-Single Row
10900515,2025-08-19,Mudon,Al Ranim,Al Ranim 1,,,3800000,1480,15930,2568,238.55,Townhouse,3.0,,,,,1871.0,173.84,,G+2,Active Listings,Mortgage | G + 2 | Park View | Ready To Move in,Dubai Properties,,,listing,6.4,2025-08,2025-08,7960.8,1,0,0,0,0,0,0,1,0,0,0,1,0,0,,unknown,0,0.7285825545171339,1,0,3.0,Park Facing,Non-Corner,Non-Single Row
10866476,2025-08-25,Mudon,Al Ranim,Al Ranim 1,,,3400000,1534,16505,2217,206.0,Townhouse,3.0,,,,,,,,G+1,Active Listings,Brand New | Park Backing | White Goods,Dubai Properties,,,listing,6.6,2025-08,2025-08,6872.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,unknown,0,,0,0,3.0,Not Park Facing,Non-Corner,Non-Single Row
10777856,2025-08-03,Mudon,Al Ranim,Al Ranim 1,,,3450000,1835,19714,1880,175.0,Townhouse,3.0,,,,,,,,G+1,Active Listings,3Bedrooms |Vacant Now| 3B1M Premium Unit,Dubai Properties,,,listing,5.8,2025-08,2025-08,5828.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,0,,0,0,3.0,Not Park Facing,Non-Corner,Non-Single Row
10722495,2025-07-18,Mudon,Al Ranim,Al Ranim 1,,,3200000,1688,18182,1896,176.0,Townhouse,3.0,,,,,,,,G+1,Active Listings,Park View | Handover Soon | Designed for Comfort,Dubai Properties,,,listing,5.3,2025-07,2025-07,5877.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,0,,0,0,3.0,Park Facing,Non-Corner,Non-Single Row
10662227,2025-06-28,Mudon,Al Ranim,Al Ranim 1,,,4100000,1609,17300,2548,237.0,Townhouse,4.0,,,,,,,,G+1,Active Listings,Mortgage Acceptable | Big Plot | Single Row,Dubai Properties,,,listing,4.7,2025-06,2025-06,7898.8,0,0,0,1,0,0,0,0,0,0,1,1,0,0,,unknown,0,,0,0,4.0,Not Park Facing,Non-Corner,Single Row
10382627,2025-06-09,Mudon,Al Ranim,Al Ranim 1,,,3400000,1193,12830,2850,265.0,Townhouse,4.0,,,,,,,,G+1,Active Listings,Backing to Park | Single Row | Handover July 2025,Dubai Properties,,,listing,4.0,2025-06,2025-06,8835.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,unknown,0,,0,0,4.0,Not Park Facing,Non-Corner,Single Row
10256614,2025-04-23,Mudon,Al Ranim,Al Ranim 1,,,3100000,1398,15049,2217,206.0,Townhouse,3.0,,,,,,,,G+1,Active Listings,Single Row 3BR Villa-Park View-Handover July 2025,Dubai Properties,,,listing,2.5,2025-04,2025-04,6872.7,1,0,0,1,0,0,0,0,0,0,0,0,0,0,,unknown,0,,0,0,3.0,Park Facing,Non-Corner,Single Row
11038285,2025-09-24,Mudon,Al Ranim,Al Ranim 1,,,4600000,1743,18776,2639,245.0,Townhouse,4.0,,,,,,,,G+1,Active Listings,Best Deal | 4 Beds + Maids | Prime Location,Dubai Properties,,,listing,7.6,2025-09,2025-09,8180.900000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,0,,0,0,4.0,Not Park Facing,Non-Corner,Non-Single Row
11002884,2025-09-03,Mudon,Al Ranim,Al Ranim 1,,,4250000,1647,17708,2580,240.0,Townhouse,4.0,,,,,,,,G+1,Active Listings,Park facing | Ready to Move In | High ROI,Dubai Properties,,,listing,6.9,2025-09,2025-09,7998.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,unknown,0,,0,0,4.0,Park Facing,Non-Corner,Non-Single Row
10111519,2025-02-06,Mudon,Al Ranim,Al Ranim 1,,,2950000,1331,14320,2217,206.0,Townhouse,3.0,,,,,,,,G+1,Active Listings,Best price |Al Ranim 1 | Single Row to green belt,Dubai Properties,,,listing,0.0,2025-02,2025-02,6872.7,0,0,0,1,0,0,0,0,0,1,0,0,0,0,,unknown,0,,0,0,3.0,Not Park Facing,Non-Corner,Single Row
10958555,2025-09-15,Mudon,Al Ranim,Al Ranim 1,,,4300000,1505,16226,2857,265.0,Townhouse,4.0,,,,,,,,G+1,Active Listings,Park Facing  I Genuine Resale I Prime Location,Dubai Properties,,,listing,7.3,2025-09,2025-09,8856.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,0,,0,0,4.0,Park Facing,Non-Corner,Non-Single Row
12352052,2026-01-02,Mudon,Al Ranim,Al Ranim 1,,,6100000,2048,22046,2978,276.7,Townhouse,4.0,,,,,4955.0,460.34,,G+2,Active Listings,Ideally Located | Motivated Seller | Hot Deal,Dubai Properties,,,listing,10.8,2026-01,2026-01,9231.800000000001,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,unknown,0,1.6638683680322364,1,0,4.0,Not Park Facing,Non-Corner,Non-Single Row
10897511,2025-08-15,Mudon,Al Ranim,Al Ranim 1,,,5200000,1051,11304,4948,460.0,Townhouse,4.0,,,,,,,,G+1,Active Listings,Premium Villa for Sale l Ideal For Family living,Dubai Properties,,,listing,6.2,2025-08,2025-08,15338.800000000001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,0,,0,0,4.0,Not Park Facing,Non-Corner,Non-Single Row
10849775,2025-08-15,Mudon,Al Ranim,Al Ranim 1,,,5000000,1679,18070,2978,276.7,Townhouse,4.0,"Community,Swimming Pool,Park",,,,2582.0,239.86,Type 4B2,G+2,Active Listings,4BR I G+2 End Unit I Single Row I Ready to Move in,Dubai Properties,,,listing,6.2,2025-08,2025-08,9231.800000000001,0,0,0,1,1,0,0,1,0,0,0,0,0,0,4B2,unknown,0,0.8670248488918737,1,0,4.0,Not Park Facing,Non-Corner,Single Row
12128016,2025-12-18,Mudon,Al Ranim,Al Ranim 1,,,4150000,1424,15314,2915,271.0,Townhouse,4.0,,,,,,,,G+1,Active Listings,Exclusive Villa | Lush Community | Spacious Living,Dubai Properties,,,listing,10.3,2025-12,2025-12,9036.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,0,,0,0,4.0,Not Park Facing,Non-Corner,Non-Single Row
10771872,2025-08-01,Mudon,Al Ranim,Al Ranim 1,,,4050000,1589,17104,2549,236.78,Townhouse,4.0,"Community,Green belt",,,,3064.0,284.67,,G+1,Active Listings,Corner | Stunning Park View | Viewing Available,Dubai Properties,,,listing,5.8,2025-08,2025-08,7901.900000000001,1,0,1,0,0,0,0,0,0,0,0,0,0,0,,unknown,0,1.2020400156924285,0,0,4.0,Park Facing,Corner Unit,Non-Single Row
10712550,2025-07-15,Mudon,Al Ranim,Al Ranim 1,,,3500000,1579,16990,2217,206.0,Townhouse,3.0,,,,,1808.0,168.0,,G+1,Active Listings,Premium Location / Near to Handover,Dubai Properties,,,listing,5.2,2025-07,2025-07,6872.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,0,0.8155164636896707,0,0,3.0,Not Park Facing,Non-Corner,Non-Single Row
11917800,2025-11-05,Mudon,Al Ranim,Al Ranim 1,,,3275000,1477,15898,2217,206.0,Townhouse,3.0,,,,,,,,G+1,Active Listings,Pool and Park View | Brand New | Family Living,Dubai Properties,,,listing,8.9,2025-11,2025-11,6872.7,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,unknown,0,,0,0,3.0,Park Facing,Non-Corner,Non-Single Row
10655948,2025-06-26,Mudon,Al Ranim,Al Ranim 1,,,4150000,1354,14561,3064,285.0,Townhouse,4.0,,,,,,,,G+1,Active Listings,Biggest Plot 4BR + Maids TH| Handover July| 50%-50%,Dubai Properties,,,listing,4.6,2025-06,2025-06,9498.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,0,,0,0,4.0,Not Park Facing,Non-Corner,Non-Single Row
11827100,2025-11-05,Mudon,Al Ranim,Al Ranim 1,,,3600000,1624,17476,2217,206.0,Townhouse,3.0,,,,,1854.0,172.25,,G+1,Active Listings,Middle Unit I Brand New I Motivated Seller,Dubai Properties,,,listing,8.9,2025-11,2025-11,6872.7,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,unknown,0,0.8362652232746955,0,0,3.0,Not Park Facing,Non-Corner,Non-Single Row
10373012,2025-06-04,Mudon,Al Ranim,Al Ranim 1,,,2900000,1308,14078,2217,206.0,Townhouse,3.0,"Community,Road,Walkway",,,,1872.0,173.96,,G+1,Active Listings,Genuine Seller | Single Row | 3BR +M | Elegant Layout,Dubai Properties,,,listing,3.9,2025-06,2025-06,6872.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,unknown,0,0.8443843031123139,0,0,3.0,Not Park Facing,Non-Corner,Single Row
10196696,2025-03-18,Mudon,Al Ranim,Al Ranim 1,,,3200000,1443,15534,2217,206.0,Townhouse,3.0,,,,,1916.0,177.99,,G+1,Active Listings,FINANCE PRE-APPROVED BUYER WELCOME | SINGLE ROW,Dubai Properties,,,listing,1.3,2025-03,2025-03,6872.7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,unknown,0,0.8642309427153811,0,0,3.0,Not Park Facing,Non-Corner,Single Row
10242967,2025-04-17,Mudon,Al Ranim,Al Ranim 1,,,3000000,1353,14563,2217,206.0,Townhouse,3.0,,,,,1808.0,168.0,,G+1,Active Listings,On PARK I LONG Park View I VASTU Compliant,Dubai Properties,,,listing,2.3,2025-04,2025-04,6872.7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,unknown,0,0.8155164636896707,0,0,3.0,Park Facing,Non-Corner,Non-Single Row
11701202,2025-11-04,Mudon,Al Ranim,Al Ranim 1,,,3275000,1477,15898,2217,206.0,Townhouse,3.0,,,,,,,,G+1,Active Listings,Pool and Park View | Brand New | Family Living,Dubai Properties,,,listing,8.9,2025-11,2025-11,6872.7,1,1,0,0,0,0,0,1,0,0,0,0,0,0,,unknown,0,,0,0,3.0,Park Facing,Non-Corner,Non-Single Row
11667400,2025-10-24,Mudon,Al Ranim,Al Ranim 1,,,3500000,1579,16990,2217,206.0,Townhouse,3.0,"Community,Walkway,Play area",,,,1871.0,173.84,,G+1,Active Listings,3 Bedrooms + Maid | Brand New | Ready To Move,Dubai Properties,,,listing,8.5,2025-10,2025-10,6872.7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,unknown,0,0.8439332431213351,0,0,3.0,Not Park Facing,Non-Corner,Non-Single Row
