"id","start_date","loc","sub_loc_1","sub_loc_2","sub_loc_3","sub_loc_4","annualised_rental_price","contract_rental_price","rent_price_sqft_unit","rent_price_sqm_unit","unit_size","unit_size_sqm","unit_type","beds","views","maid","study","balcony","plot_size","plot_size_sqm","dev_ref","floor_level","streetname","end_date","evdnc_name","chiller_fee","furnished","utilities","no_cheques","comments","dev_name","rent_sequence"
"23213841","2026-02-06 00:00:00","Mudon","Al Ranim","Al Ranim 1","","","185000","185000","83","898.19","2217","206","Townhouse","3","","","","","1808","168.01","","G+1","","2026-02-06 00:00:00","Active Listings","","No","","","SINGLE ROW | BRAND NEW | OPPOSITE THE PARK","Dubai Properties",""
"25210387","2026-02-06 00:00:00","Mudon","Al Ranim","Al Ranim 2","","","235000","235000","92","992.48","2549","236.78","Townhouse","4","Community,Walkway,Road","","","","2713","252.02","","G+1","","2026-02-06 00:00:00","Active Listings","","No","","","Spacious 4BR TH | Family Living | Smart Home","Dubai Properties","NULL"
"25212947","2026-02-06 00:00:00","Mudon","Al Ranim","Al Ranim 3","","","200000","200000","111","1190.48","1809","168","Townhouse","3","","","","","0","0","","G+1","","2026-02-06 00:00:00","Active Listings","","No","","","Great Location | Brand New | No Agents","Dubai Properties","NULL"
"24264216","2026-02-06 00:00:00","Mudon","Al Ranim","Al Ranim 2","","","200000","200000","90","971.02","2217","206","Townhouse","3","","","","","1813","168.46","","G+1","","2026-02-06 00:00:00","Active Listings","","No","","","Single Row | Brand New | Gated community","Dubai Properties",""
"24258842","2026-02-06 00:00:00","Mudon","Al Ranim","Al Ranim 2","","","189999","189999","86","922.46","2217","206","Townhouse","3","","","","","1813","168.46","","G+1","","2026-02-06 00:00:00","Active Listings","","","","","Brand New | Community-Facing | Prime Location","Dubai Properties",""
"25212711","2026-02-06 00:00:00","Mudon","Al Ranim","Al Ranim 2","","","190000","190000","105","1130.95","1813","168","Townhouse","3","","","","","0","0","","G+1","","2026-02-06 00:00:00","Active Listings","","No","","","Unfurnished | Single Row |Kitchen well Equipped | Vacant","Dubai Properties","NULL"
"24257587","2026-02-06 00:00:00","Mudon","Al Ranim","Al Ranim 2","","","210000","210000","95","1019.42","2217","206","Townhouse","3","","","","","1813","168.46","","G+1","","2026-02-06 00:00:00","Active Listings","","No","","","Brand New | 3 Bedroom + Maid | Single Row","Dubai Properties",""
"25211717","2026-02-06 00:00:00","Mudon","Al Ranim","Al Ranim 1","","","172000","172000","92","994.22","1865","173","Townhouse","3","","","","","0","0","","G+1","","2026-02-06 00:00:00","Active Listings","","No","","","Green View | Brand New | 3Br+Maid","Dubai Properties","NULL"
"25212249","2026-02-06 00:00:00","Mudon","Al Ranim","Al Ranim 3","","","260000","260000","76","822.78","3403","316","Townhouse","4","","","","","0","0","","G+1","","2026-02-06 00:00:00","Active Listings","","No","","","4 BR + Maid | Corner Unit | Ready for Occupancy","Dubai Properties","NULL"
"25212035","2026-02-06 00:00:00","Mudon","Al Ranim","Al Ranim 3","","","240000","240000","83","895.52","2887","268","Townhouse","4","","","","","0","0","","G+1","","2026-02-06 00:00:00","Active Listings","","No","","","Huge Layout | Family Friendly | Ready to Move","Dubai Properties","NULL"
"23252374","2026-02-06 00:00:00","Mudon","Al Ranim","Al Ranim 1","","","219999","219999","99","1067.96","2217","206","Townhouse","3","","","","","1808","168","","G+1","","2026-02-06 00:00:00","Active Listings","","No","","","Park Facing and Pool | G+1 | Prime Location","Dubai Properties",""
"24266906","2026-02-06 00:00:00","Mudon","Al Ranim","Al Ranim 2","","","300000","335000","112","1210.83","2978","276.7","Townhouse","4","","","","","3468","322.22","","G+2","","2026-02-06 00:00:00","Active Listings","","No","","","Prime Location | Park Facing | Single Row","Dubai Properties",""
"25210269","2026-02-06 00:00:00","Mudon","Al Ranim","Al Ranim 1","","","190000","190000","86","922.33","2217","206","Townhouse","3","","","","","0","0","","G+1","","2026-02-06 00:00:00","Active Listings","","No","","","Viewing Possible | On the Park | Single Row","Dubai Properties","NULL"
"23299750","2026-02-06 00:00:00","Mudon","Al Ranim","Al Ranim 1","","","185000","185000","83","898.19","2217","206","Townhouse","3","Community,Road,Walkway","","","","1872","173.93","","G+1","","2026-02-06 00:00:00","Active Listings","","No","","","SINGLE ROW | BRAND NEW | GREAT LOCATION","Dubai Properties",""
"25212583","2026-02-06 00:00:00","Mudon","Al Ranim","Al Ranim 3","","","180000","180000","99","1058.82","1826","170","Townhouse","3","","","","","0","0","","G+1","","2026-02-06 00:00:00","Active Listings","","No","","","3 BR + Maid | Back to Back | Now Available","Dubai Properties","NULL"
"24258985","2026-02-06 00:00:00","Mudon","Al Ranim","Al Ranim 2","","","190000","190000","86","922.33","2217","206","Townhouse","3","","","","","2023","187.97","","G+1","","2026-02-06 00:00:00","Active Listings","","","","","Near Play Ground | Walkable to Park | Brand New","Dubai Properties",""
"23322551","2026-02-06 00:00:00","Mudon","Al Ranim","Al Ranim 2","","","300000","350000","118","1265.04","2978","276.7","Townhouse","4","","","","","3468","322.22","","G+2","","2026-02-06 00:00:00","Active Listings","","No","","","Single Row | Close to Pool/Park | Ready to Move in","Dubai Properties",""
"25212870","2026-02-06 00:00:00","Mudon","Al Ranim","Al Ranim 2","","","240000","240000","87","933.85","2767","257","Townhouse","4","","","","","0","0","","G+1","","2026-02-06 00:00:00","Active Listings","","No","","","READY TO MOVE | BRAND NEW | SPACIOUS LAYOUT","Dubai Properties","NULL"
"24267725","2026-02-06 00:00:00","Mudon","Al Ranim","Al Ranim 1","","","245000","245000","95","1026.95","2568","238.55","Townhouse","3","","","","","1808","168","","G+2","","2026-02-06 00:00:00","Active Listings","","Yes","","","3 BR + Family Lounge | Green Belt | Single Row","Dubai Properties",""
"24259534","2026-02-06 00:00:00","Mudon","Al Ranim","Al Ranim 2","","","190000","190000","86","922.33","2217","206","Townhouse","3","","","","","1811","168.29","","G+1","","2026-02-06 00:00:00","Active Listings","","","","","Ready to Move In | Close to Park | Brand New","Dubai Properties",""
"23312850","2026-02-06 00:00:00","Mudon","Al Ranim","Al Ranim 1","","","240000","240000","94","1013.6","2549","236.78","Townhouse","4","","","","","2635","244.83","","G+1","","2026-02-06 00:00:00","Active Listings","","No","","","BrandNew | Great and Tranquil Community | Park View","Dubai Properties",""
"23266777","2026-02-06 00:00:00","Mudon","Al Ranim","Al Ranim 1","","","245000","250000","98","1055.7","2549","236.78","Townhouse","4","","","","","2585","240.14","","G+1","","2026-02-06 00:00:00","Active Listings","","No","","","Exclusive | Pool and Park facing | New Community","Dubai Properties",""
"24450785","2026-02-06 00:00:00","Mudon","Al Ranim","Al Ranim 2","","","215000","220000","86","929.13","2549","236.78","Townhouse","4","","","","","2725","253.17","","G+1","","2026-02-06 00:00:00","Active Listings","","No","","","Market-Lowest Rent | Immediate Move-In | Exclusive Unit","Dubai Properties",""
"25211903","2026-02-06 00:00:00","Mudon","Al Ranim","Al Ranim 2","","","177000","177000","98","1053.57","1813","168","Townhouse","3","","","","","0","0","","G+1","","2026-02-06 00:00:00","Active Listings","","No","","","Park View | G+1 | Prime Location","Dubai Properties","NULL"
"25202225","2026-02-05 00:00:00","Mudon","Al Ranim","Al Ranim 2","","","176000","176000","79","854.37","2217","206","Townhouse","3","Community,Road","","","","1814","168.48","","G+1","","2026-02-05 00:00:00","Active Listings","","No","","","3Br+Maid | Community View | G+1","Dubai Properties","NULL"
"24793405","2026-02-05 00:00:00","Mudon","Al Ranim","Al Ranim 1","","","189999","189999","86","922.33","2217","206","Townhouse","3","","","","","1836","170.53","","G+1","","2026-02-05 00:00:00","Active Listings","","No","","","Brand New | Single row | Full kitchen Appliances","Dubai Properties","NULL"
"25186659","2026-02-05 00:00:00","Mudon","Al Ranim","Al Ranim 3","","","195000","195000","0","0","0","0","Townhouse","3","","","","","1834","170.42","","G+1","","2027-02-04 00:00:00","Rental Contracts","","","","","","Dubai Properties","New"
"25202798","2026-02-05 00:00:00","Mudon","Al Ranim","Al Ranim 2","","","175000","175000","79","849.51","2217","206","Townhouse","3","","","","","1814","168.51","","G+1","","2026-02-05 00:00:00","Active Listings","","No","","","Ranim 3 Beds Amazing Location Brand New House","Dubai Properties","NULL"
"25171600","2026-02-05 00:00:00","Mudon","Al Ranim","Al Ranim 3","","","190000","190000","74","796.71","2567","238.55","Townhouse","3","","","","N","1808","168.01","Type 3B2","G+1","","2027-02-04 00:00:00","Rental Contracts","","","","","","Dubai Properties","New"
"25215386","2026-02-05 00:00:00","Mudon","Al Ranim","Al Ranim 3","","","207500","207500","0","0","0","0","Villa","3","","","","","1808","168.01","","G+1","","2027-02-04 00:00:00","Rental Contracts","","","","","","Dubai Properties","New"
"25156018","2026-02-05 00:00:00","Mudon","Al Ranim","Al Ranim 3","","","190000","190000","86","922.46","2217","206","Townhouse","3","Community,Landscaped Garden","","","N","1808","168","Type 3B1","G+1","","2027-02-04 00:00:00","Rental Contracts","","","","","","Dubai Properties","New"
"25204462","2026-02-05 00:00:00","Mudon","Al Ranim","Al Ranim 2","","","185000","185000","83","898.06","2217","206","Townhouse","3","","","","","1814","168.48","","G+1","","2026-02-05 00:00:00","Active Listings","","No","","","3-BHK plus maids in Al Ranim 2 I Available Now!","Dubai Properties","NULL"
"25202416","2026-02-05 00:00:00","Mudon","Al Ranim","Al Ranim 3","","","200000","200000","90","970.87","2217","206","Townhouse","3","","","","","0","0","","G+1","","2026-02-05 00:00:00","Active Listings","","No","","","Next to Entrance and Park | Brand New | G+1","Dubai Properties","NULL"
"25174002","2026-02-05 00:00:00","Mudon","Al Ranim","Al Ranim 3","","","180000","180000","81","873.91","2217","206","Townhouse","3","","","","N","1827","169.77","Type 3B1","G+1","","2027-02-04 00:00:00","Rental Contracts","","","","","","Dubai Properties","New"
"24887287","2026-02-05 00:00:00","Mudon","Al Ranim","Al Ranim 2","","","230000","240000","94","1013.47","2549","236.78","Townhouse","4","","","","","2729","253.49","","G+1","","2026-02-05 00:00:00","Active Listings","","No","","","Brand New | 4BR Plus Maids | Near To Park And Pool","Dubai Properties","NULL"
"25145101","2026-02-04 00:00:00","Mudon","Al Ranim","Al Ranim 1","","","220000","220000","119","1277.29","1854","172","Townhouse","3","","","","","0","0","","G+1","","2026-02-04 00:00:00","Active Listings","","Yes","","","Brand New I Fitted Kitchen I Near Entrance","Dubai Properties","NULL"
"25196352","2026-02-04 00:00:00","Mudon","Al Ranim","Al Ranim 2","","","200000","200000","110","1187.44","1813","168","Townhouse","3","","","","","0","0","","G+1","","2026-02-04 00:00:00","Active Listings","","No","","","Elegant Townhouse | Prime Location | Unfurnished","Dubai Properties","NULL"
"25180497","2026-02-04 00:00:00","Mudon","Al Ranim","Al Ranim 1","","","180000","180000","81","873.91","2217","206","Townhouse","3","","","","N","1808","168","Type 3B1","G+1","","2027-02-03 00:00:00","Rental Contracts","","","","","","Dubai Properties","New"
"25195891","2026-02-04 00:00:00","Mudon","Al Ranim","Al Ranim 2","","","173999","173999","96","1033.06","1813","168","Townhouse","3","","","","","0","0","","G+1","","2026-02-04 00:00:00","Active Listings","","No","","","3 bhks+Maid | Best Ammenities | Community View","Dubai Properties","NULL"
"25189274","2026-02-04 00:00:00","Mudon","Al Ranim","Al Ranim 2","","","205000","205000","92","995.29","2217","206","Townhouse","3","","","","N","1808","168","Type 3B1","G+1","","2027-02-03 00:00:00","Rental Contracts","","","","","","Dubai Properties","New"
"25214207","2026-02-04 00:00:00","Mudon","Al Ranim","Al Ranim 3","","","185000","185000","0","0","0","0","Villa","3","","","","","1808","168.01","","G+1","","2027-02-03 00:00:00","Rental Contracts","","","","","","Dubai Properties","New"
"25182985","2026-02-03 00:00:00","Mudon","Al Ranim","Al Ranim 2","","","179999","179999","81","873.91","2217","206","Townhouse","3","","","","","1814","168.48","","G+1","","2026-02-03 00:00:00","Active Listings","","No","","","Brand New|Appliances Included|Close toPool","Dubai Properties","NULL"
"25182991","2026-02-03 00:00:00","Mudon","Al Ranim","Al Ranim 3","","","179999","179999","81","873.91","2217","206","Townhouse","3","","","","","1850","171.83","","G+1","","2026-02-03 00:00:00","Active Listings","","No","","","Arabella Facing | Brand New |Built In Appl","Dubai Properties","NULL"
"25182757","2026-02-03 00:00:00","Mudon","Al Ranim","Al Ranim 2","","","235000","235000","92","991.56","2549","237","Townhouse","4","","","","","0","0","","G+1","","2026-02-03 00:00:00","Active Listings","","No","","","Large Corner Unit | New Look | Maid Room","Dubai Properties","NULL"
"25180728","2026-02-03 00:00:00","Mudon","Al Ranim","Al Ranim 2","","","210000","210000","116","1250","1808","168","Townhouse","3","","","","","0","0","","G+1","","2026-02-03 00:00:00","Active Listings","","No","","","BRAND NEW   SINGLE ROW 4BEDROOM WIT MAID ROOM NEAR POOL AND  PARK","Dubai Properties","NULL"
"25183547","2026-02-03 00:00:00","Mudon","Al Ranim","Al Ranim 2","","","275000","275000","92","993.96","2978","276.7","Townhouse","4","","","","","2646","245.86","","G+2","","2026-02-03 00:00:00","Active Listings","","No","","","Brand New 4-Bedroom Villa | Prime Community","Dubai Properties","NULL"
"25123398","2026-02-03 00:00:00","Mudon","Al Ranim","Al Ranim 2","","","185000","185000","83","898.19","2217","206","Townhouse","3","","","","","1813","168.46","","G+1","","2026-02-03 00:00:00","Active Listings","","No","","","3Br+Maid | Prime Location | Park View","Dubai Properties","NULL"
"25181776","2026-02-03 00:00:00","Mudon","Al Ranim","Al Ranim 3","","","250000","250000","98","1055.83","2549","236.78","Townhouse","4","Community,Road,Landscaped Garden","","","","3257","302.59","","G+1","","2026-02-03 00:00:00","Active Listings","","No","","","4 Bedroom + maid | Unfurnished | Brand new","Dubai Properties","NULL"
"25182289","2026-02-03 00:00:00","Mudon","Al Ranim","Al Ranim 1","","","180000","180000","77","825.69","2344","218","Townhouse","3","","","","","0","0","","G+1","","2026-02-03 00:00:00","Active Listings","","No","","","Best Price | Spacious Layout | Great Community","Dubai Properties","NULL"
"25183338","2026-02-03 00:00:00","Mudon","Al Ranim","Al Ranim 2","","","180000","180000","81","873.91","2217","206","Townhouse","3","Community,Road","","","","1814","168.48","","G+1","","2026-02-03 00:00:00","Active Listings","","No","","","BRAND NEW | Spacious | Ready To Move in","Dubai Properties","NULL"
"25182853","2026-02-03 00:00:00","Mudon","Al Ranim","Al Ranim 3","","","195000","195000","88","951.22","2211","205","Townhouse","3","","","","","0","0","","G+1","","2026-02-03 00:00:00","Active Listings","","No","","","Huge Unit | Multiple Options | Green Community","Dubai Properties","NULL"
"25145993","2026-02-03 00:00:00","Mudon","Al Ranim","Al Ranim 1","","","174999","161500","73","784.09","2217","206","Townhouse","3","Community,Road","","","","1866","173.32","","G+1","","2026-02-03 00:00:00","Active Listings","","No","","","3Br+Maid | Garden View | G+1 | Call Now","Dubai Properties","NULL"
"24630158","2026-02-03 00:00:00","Mudon","Al Ranim","Al Ranim 3","","","190000","210000","95","1019.57","2217","206","Townhouse","3","Community,Road,Landscaped Garden","","","","2202","204.57","","G+1","","2026-02-03 00:00:00","Active Listings","","No","","","BRAND NEW 3 BEDROOM | FOR RENT | AL RANIM 3 | SPACIOUS LAYOUT","Dubai Properties",""
"25182863","2026-02-03 00:00:00","Mudon","Al Ranim","Al Ranim 2","","","230000","230000","71","759.08","3258","303","Townhouse","4","","","","","0","0","","G+1","","2026-02-03 00:00:00","Active Listings","","No","","","Huge Space | Multiple Units | prime Location","Dubai Properties","NULL"
"25183185","2026-02-03 00:00:00","Mudon","Al Ranim","Al Ranim 2","","","240000","240000","94","1013.6","2549","236.78","Townhouse","4","Community,Road,Walkway,Landscaped Garden","","","","2767","257.05","","G+1","","2026-02-03 00:00:00","Active Listings","","No","","","Single Row | Type 4B1 | End unit | Under Warranty","Dubai Properties","NULL"
"24733153","2026-02-03 00:00:00","Mudon","Al Ranim","Al Ranim 2","","","210000","210000","95","1019.57","2217","206","Townhouse","3","","","","","1808","168","","G+1","","2026-02-03 00:00:00","Active Listings","","No","","","Al Ranim 2 | 3+ Maids | Close to Lagoon pool","Dubai Properties","NULL"
"25182963","2026-02-03 00:00:00","Mudon","Al Ranim","Al Ranim 2","","","190000","190000","105","1130.95","1813","168","Apartment","3","","","","","0","0","","","","2026-02-03 00:00:00","Active Listings","","No","","","Bright Layout | Private garden | Prime location","Dubai Properties","NULL"
"25151386","2026-02-02 00:00:00","Mudon","Al Ranim","Al Ranim 3","","","215000","215000","84","901.54","2567","238.55","Townhouse","3","Community,Landscaped Garden,Kid's Play Area","","","N","1808","168.01","Type 3B2","G+2","","2027-02-01 00:00:00","Rental Contracts","","","","","","Dubai Properties","New"
"25165540","2026-02-02 00:00:00","Mudon","Al Ranim","Al Ranim 3","","","186224","200000","73","782.88","2567","238.55","Townhouse","3","","","","N","1808","168.01","Type 3B2","G+2","","2027-02-28 00:00:00","Rental Contracts","","","","","","Dubai Properties","New"
"25185829","2026-02-01 00:00:00","Mudon","Al Ranim","Al Ranim 3","","","175000","175000","79","849.64","2217","206","Townhouse","3","Community,Road,Landscaped Garden","","","N","2125","197.43","Type 3B1","G+1","","2027-01-31 00:00:00","Rental Contracts","","","","","","Dubai Properties","New"
"25170218","2026-02-01 00:00:00","Mudon","Al Ranim","Al Ranim 3","","","182500","182500","82","886.05","2217","206","Townhouse","3","","","","N","2188","203.24","Type 3B1","G+1","","2027-01-31 00:00:00","Rental Contracts","","","","","","Dubai Properties","New"
"25158198","2026-02-01 00:00:00","Mudon","Al Ranim","Al Ranim 1","","","225000","225000","88","950.49","2548","236.78","Townhouse","4","Community,Road","","","N","2908","270.2","Type 4B1","G+1","","2027-01-31 00:00:00","Rental Contracts","","","","","","Dubai Properties","New"
"25152853","2026-02-01 00:00:00","Mudon","Al Ranim","Al Ranim 3","","","190000","190000","86","922.46","2217","206","Townhouse","3","Community,Landscaped Garden","","","N","1808","168","Type 3B1","G+1","","2027-01-31 00:00:00","Rental Contracts","","","","","","Dubai Properties","New"
"25113189","2026-02-01 00:00:00","Mudon","Al Ranim","Al Ranim 3","","","170000","170000","77","825.36","2217","206","Townhouse","3","Community,Road","","","N","2153","200.07","Type 3B1","G+1","","2027-01-31 00:00:00","Rental Contracts","","","","","","Dubai Properties","New"
"25095785","2026-02-01 00:00:00","Mudon","Al Ranim","Al Ranim 3","","","235000","235000","92","992.73","2548","236.78","Townhouse","4","Community,Road","","","N","3302","306.84","Type 4B1","G+1","","2027-01-31 00:00:00","Rental Contracts","","","","","","Dubai Properties","New"
"25097068","2026-02-01 00:00:00","Mudon","Al Ranim","Al Ranim 3","","","220000","220000","86","922.51","2567","238.55","Townhouse","3","Community,Walkway,Landscaped Garden","","","N","1808","168","Type 3B2","G+2","","2027-01-31 00:00:00","Rental Contracts","","","","","","Dubai Properties","New"
"25110130","2026-02-01 00:00:00","Mudon","Al Ranim","Al Ranim 2","","","290000","290000","97","1048.18","2978","276.7","Townhouse","4","","","","N","4780","444.1","Type 4B2","G+2","","2027-01-31 00:00:00","Rental Contracts","","","","","","Dubai Properties","New"
"25134986","2026-02-01 00:00:00","Mudon","Al Ranim","Al Ranim 2","","","190000","190000","86","922.46","2217","206","Townhouse","3","Community","","","N","1813","168.51","Type 3B1","G+1","","2027-01-31 00:00:00","Rental Contracts","","","","","","Dubai Properties","New"
"25109152","2026-02-01 00:00:00","Mudon","Al Ranim","Al Ranim 3","","","190000","190000","86","922.46","2217","206","Townhouse","3","Community, Road","","","N","1839","170.93","Type 3B1","G+1","","2027-01-31 00:00:00","Rental Contracts","","","","","","Dubai Properties","New"
"25151146","2026-02-01 00:00:00","Mudon","Al Ranim","Al Ranim 3","","","228000","228000","89","963.16","2548","236.78","Townhouse","4","Community,Road","","","N","2986","277.43","Type 4B1","G+1","","2027-01-31 00:00:00","Rental Contracts","","","","","","Dubai Properties","New"
"25170368","2026-02-01 00:00:00","Mudon","Al Ranim","Al Ranim 2","","","180000","180000","81","873.79","2217","206","Townhouse","3","Community","","","N","1814","168.5","Type 3B1","G+1","","2027-01-31 00:00:00","Rental Contracts","","","","","","Dubai Properties","New"
"25084106","2026-02-01 00:00:00","Mudon","Al Ranim","Al Ranim 3","","","225000","225000","88","950.49","2548","236.78","Townhouse","4","","","","N","2778","258.16","Type 4B1","G+1","","2027-01-31 00:00:00","Rental Contracts","","","","","","Dubai Properties","New"
"25061861","2026-02-01 00:00:00","Mudon","Al Ranim","Al Ranim 3","","","245000","245000","96","1034.98","2548","236.78","Townhouse","4","Community,Road","","","N","3111","289.1","Type 4B1","G+1","","2027-01-31 00:00:00","Rental Contracts","","","","","","Dubai Properties","New"
"25199377","2026-01-31 00:00:00","Mudon","Al Ranim","Al Ranim 3","","","250000","250000","0","0","0","0","Villa","4","","","","","3586","333.11","","G+1","","2027-01-30 00:00:00","Rental Contracts","","","","","","Dubai Properties","New"
"25171486","2026-01-31 00:00:00","Mudon","Al Ranim","Al Ranim 3","","","182000","182000","82","883.5","2217","206","Townhouse","3","","","","N","1850","171.83","Type 3B1","G+1","","2027-01-30 00:00:00","Rental Contracts","","","","","","Dubai Properties","New"
"25171488","2026-01-31 00:00:00","Mudon","Al Ranim","Al Ranim 3","","","180495","180000","81","873.79","2217","206","Townhouse","3","","","","N","1849","171.81","Type 3B1","G+1","","2027-01-29 00:00:00","Rental Contracts","","","","","","Dubai Properties","New"
"25167907","2026-01-31 00:00:00","Mudon","Al Ranim","Al Ranim 3","","","259999","259999","66","708.44","3955","367","Townhouse","4","","","","","0","0","","G+1","","2026-01-31 00:00:00","Active Listings","","No","","","Private Corner Plot | Price Drop | Bright | Ready","Dubai Properties","NULL"
"25167913","2026-01-31 00:00:00","Mudon","Al Ranim","Al Ranim 3","","","239999","239999","94","1013.59","2549","236.78","Townhouse","4","","","","","2630","244.33","","G+1","","2026-01-31 00:00:00","Active Listings","","No","","","On Park | Bright | Negotiable | Vastu Unit","Dubai Properties","NULL"
"25168199","2026-01-31 00:00:00","Mudon","Al Ranim","Al Ranim 2","","","249999","249999","98","1055.69","2549","236.78","Townhouse","4","","","","","2676","248.58","","G+1","","2026-01-31 00:00:00","Active Listings","","No","","","Fully Landscaped | Park Backing | High Standard","Dubai Properties","NULL"
"25167693","2026-01-31 00:00:00","Mudon","Al Ranim","Al Ranim 3","","","260000","260000","102","1098.07","2549","236.78","Townhouse","4","Community, Road","","","","2852","264.96","","G+1","","2026-01-31 00:00:00","Active Listings","","No","","","Type G+1 | Next to Park and Entrance | Brand New","Dubai Properties","NULL"
"25168751","2026-01-31 00:00:00","Mudon","Al Ranim","Al Ranim 3","","","182000","182000","97","1040","1881","175","Townhouse","3","","","","","0","0","","G+1","","2026-01-31 00:00:00","Active Listings","","No","","","Ready to Move | Well Lit | New | Multiple Chqs","Dubai Properties","NULL"
"25167729","2026-01-31 00:00:00","Mudon","Al Ranim","Al Ranim 3","","","300000","300000","101","1084.21","2978","276.7","Townhouse","4","Community,Landscaped Garden,Walkway","","","","3535","328.42","","G+2","","2026-01-31 00:00:00","Active Listings","","No","","","Corner Lot with Park View | Big Plot | Spacious Layout","Dubai Properties","NULL"
"25168255","2026-01-31 00:00:00","Mudon","Al Ranim","Al Ranim 2","","","200000","200000","90","970.87","2217","206","Townhouse","3","","","","","1813","168.46","","G+1","","2026-01-31 00:00:00","Active Listings","","No","","","Single Row | Spacious Layout | Middle Unit","Dubai Properties","NULL"
"25168526","2026-01-31 00:00:00","Mudon","Al Ranim","Al Ranim 3","","","299999","299999","101","1084.32","2978","276.7","Townhouse","4","","","","","2653","246.46","","G+2","","2026-01-31 00:00:00","Active Listings","","No","","","Park Backing | 4BR G+2 | Largest Layout","Dubai Properties","NULL"
"25071256","2026-01-31 00:00:00","Mudon","Al Ranim","Al Ranim 3","","","240000","480000","94","1015.25","2548","236.78","Townhouse","4","Community,Landscaped Garden","","","N","2659","247.05","Type 4B1","G+1","","2028-01-30 00:00:00","Rental Contracts","","","","","","Dubai Properties","New"
"25167561","2026-01-31 00:00:00","Mudon","Al Ranim","Al Ranim 2","","","205000","205000","92","995.29","2217","206","Townhouse","3","","","","","1813","168.44","","G+1","","2026-01-31 00:00:00","Active Listings","","No","","","BRAND NEW I SINGLE ROW I VACANT READY TO MOVE I APPLIANCES","Dubai Properties","NULL"
"25168077","2026-01-31 00:00:00","Mudon","Al Ranim","Al Ranim 2","","","180000","180000","81","873.91","2217","206","Townhouse","3","Community,Road","","","","1814","168.48","","G+1","","2026-01-31 00:00:00","Active Listings","","No","","","Spacious G+1 Villa | Single Row | Near Amenities","Dubai Properties","NULL"
"25167826","2026-01-31 00:00:00","Mudon","Al Ranim","Al Ranim 2","","","178000","178000","80","864.08","2217","206","Townhouse","3","","","","","1814","168.48","","G+1","","2026-01-31 00:00:00","Active Listings","","No","","","Ready to move / Single row / Brand new","Dubai Properties","NULL"
"25167572","2026-01-31 00:00:00","Mudon","Al Ranim","Al Ranim 2","","","185000","185000","83","898.06","2217","206","Townhouse","3","","","","","1813","168.46","","G+1","","2026-01-31 00:00:00","Active Listings","","No","","","Brand new | Kitchen Appliances | Spacious","Dubai Properties","NULL"
"25168872","2026-01-31 00:00:00","Mudon","Al Ranim","Al Ranim 3","","","180000","180000","100","1071.62","1808","168","Townhouse","3","","","","","0","0","","G+1","","2026-01-31 00:00:00","Active Listings","","No","","","Brand New | Single Row | 3BR + Maid | Ready to Move | Mudon Al Ranim 3","Dubai Properties","NULL"
"25167853","2026-01-31 00:00:00","Mudon","Al Ranim","Al Ranim 3","","","305000","305000","102","1102.28","2978","276.7","Townhouse","4","Community,Landscaped Garden,Walkway","","","","2656","246.74","","G+2","","2026-01-31 00:00:00","Active Listings","","No","","","Ready To Move | Brand New | Unique G + 2","Dubai Properties","NULL"
"25122303","2026-01-31 00:00:00","Mudon","Al Ranim","Al Ranim 3","","","230000","230000","90","971.37","2549","236.78","Townhouse","4","","","","","3013","279.88","","G+1","","2026-01-31 00:00:00","Active Listings","","No","","","Well Maintained | Ready To Move | Prime Location","Dubai Properties","NULL"
"25157134","2026-01-30 00:00:00","Mudon","Al Ranim","Al Ranim 3","","","178533","180000","81","873.79","2217","206","Townhouse","3","Community,Road","","","N","2149","199.7","Type 3B1","G+1","","2027-02-01 00:00:00","Rental Contracts","","","","","","Dubai Properties","New"
"25162766","2026-01-30 00:00:00","Mudon","Al Ranim","Al Ranim 3","","","299999","299999","113","1214.57","2657","247","Townhouse","4","","","","","0","0","","G+1","","2026-01-30 00:00:00","Active Listings","","No","","","G+2 | 5 Rooms + M | Backing Onto The Park","Dubai Properties","NULL"
"25061149","2026-01-30 00:00:00","Mudon","Al Ranim","Al Ranim 2","","","230000","230000","90","971.61","2548","236.78","Townhouse","4","","","","N","2583","239.99","Type 4B1","G+1","","2027-01-29 00:00:00","Rental Contracts","","","","","","Dubai Properties","New"
"25161765","2026-01-30 00:00:00","Mudon","Al Ranim","Al Ranim 2","","","205000","205000","101","1084.66","2031","189","Townhouse","3","","","","","0","0","","G+1","","2026-01-30 00:00:00","Active Listings","","No","","","Green Belt | Brand New | Vacant","Dubai Properties","NULL"
"25161529","2026-01-30 00:00:00","Mudon","Al Ranim","Al Ranim 4","","","230000","230000","90","971.37","2549","236.78","Townhouse","4","","","","","2600","241.51","","G+1","","2026-01-30 00:00:00","Active Listings","","No","","","Ready To Move | Prime Location | Call For Viewing","Dubai Properties","NULL"
"25161806","2026-01-30 00:00:00","Mudon","Al Ranim","Al Ranim 3","","","300000","300000","101","1084.21","2978","276.7","Townhouse","4","","","","","2653","246.46","","G+2","","2026-01-30 00:00:00","Active Listings","","No","","","Greenbelt Backing | Landscaped | Vacant","Dubai Properties","NULL"
"25145172","2026-01-30 00:00:00","Mudon","Al Ranim","Al Ranim 1","","","240000","190990","75","806.61","2549","236.78","Townhouse","4","","","","","2901","269.47","","G+1","","2026-01-30 00:00:00","Active Listings","","No","","","Ready | Brand New | Lowest Price","Dubai Properties","NULL"
