"id","custom_date","master_development","sub_loc_1","sub_loc_2","sub_loc_3","sub_loc_4","total_sales_price_val","sales_price_sqft_unit","sales_price_sqm_unit","unit_size_sqft","unit_size_sqm","unit_type","no_beds","custom_view","maid","study","balcony","plot_size_sqft","plot_size_sqm","developer_type","floor_level","evdnc_name","comments","dev_name","unit_no","sale_sequence"
"10204271","2025-03-14","Mudon","Al Ranim","Al Ranim 1","","","2900000","1308","14078","2217","206","Townhouse","3","","NULL","NULL","","0","0","NULL","G+1","Active Listings","GENUNE RESALE | 3  BEDROOMS VILLA |PRIME LOCATION","Dubai Properties","",""
"10338632","2025-05-23","Mudon","Al Ranim","Al Ranim 1","","","3200000","1443","15534","2217","206","Townhouse","3","","NULL","NULL","","0","0","NULL","G+1","Active Listings","Park View | 3-Bedroom | Resale | Multiple Options","Dubai Properties","",""
"10192418","2025-03-12","Mudon","Al Ranim","Al Ranim 1","","","3000000","1595","17143","1881","175","Townhouse","3","","NULL","NULL","","0","0","NULL","G+1","Active Listings","Luxury 3BR Villa | Contemporary | Prime Location","Dubai Properties","",""
"10224183","2025-04-08","Mudon","Al Ranim","Al Ranim 1","","","2900000","1308","14078","2217","206","Townhouse","3","Community,Road,Walkway","NULL","NULL","","1872","173.96","NULL","G+1","Active Listings","Genuine Seller | Single Row | 3BR +M | Elegant Layout","Dubai Properties","",""
"11534625","2025-10-01","Mudon","Al Ranim","Al Ranim 1","","","3600000","1624","17476","2217","206","Townhouse","3","","NULL","NULL","","0","0","NULL","G+1","Active Listings","On The Park | Easy To View | Close To Pool","Dubai Properties","",""
"11019804","2025-10-05","Mudon","Al Ranim","Al Ranim 1","","","3800000","1480","15966","2567","238","Townhouse","3","","NULL","NULL","","0","0","NULL","G+1","Active Listings","Genuine Resale| Spacious 3Bedroom with Lounge Area","Dubai Properties","",""
"12492792","2026-01-29","Mudon","Al Ranim","Al Ranim 1","","","3350000","1511","16262","2217","206","Townhouse","3","Community,Road","","","","1808","168","Type 3B1","G+1","Title Deed","","Dubai Properties","","Resale"
"9082941","2025-08-29","Mudon","Al Ranim","Al Ranim 1","","","4000000","1570","16893","2548","236.78","Townhouse","4","","","","","3064","284.67","","G+1","Title Deed","","Dubai Properties","","Resale"
"10944723","2025-09-13","Mudon","Al Ranim","Al Ranim 1","","","4250000","1491","16038","2851","265","Townhouse","4","","NULL","NULL","","0","0","NULL","G+1","Active Listings","Facing Park I Genuine Resale I Brand New","Dubai Properties","",""
"10918813","2025-09-30","Mudon","Al Ranim","Al Ranim 1","","","4500000","1575","16981","2857","265","Townhouse","4","","NULL","NULL","","0","0","NULL","G+1","Active Listings","Ideal for Family Living | G+1 | Near to School","Dubai Properties","",""
"10883734","2025-09-16","Mudon","Al Ranim","Al Ranim 1","","","3450000","1556","16748","2217","206","Townhouse","3","","NULL","NULL","","1808","168","NULL","G+1","Active Listings","Close To Amenities | Spacious Layout | Brand New","Dubai Properties","",""
"12156425","2025-12-04","Mudon","Al Ranim","Al Ranim 1","","","3350000","1511","16262","2217","206","Townhouse","3","","NULL","NULL","","0","0","NULL","G+1","Active Listings","SINGLE ROW | GENUINE RESALE | SPACIOUS LAYOUT","Dubai Properties","",""
"10822417","2025-10-30","Mudon","Al Ranim","Al Ranim 1","","","3550000","1963","21131","1808","168","Townhouse","3","","NULL","NULL","","0","0","NULL","G+1","Active Listings","Park facing 2 units next to each other","Dubai Properties","",""
"10412158","2025-06-17","Mudon","Al Ranim","Al Ranim 1","","","3500000","1228","13208","2850","265","Townhouse","4","","NULL","NULL","","0","0","NULL","G+1","Active Listings","Backing to Park | Single Row | Handover July 2025","Dubai Properties","",""
"10326011","2025-05-19","Mudon","Al Ranim","Al Ranim 1","","","3000000","1353","14563","2217","206","Townhouse","3","","NULL","NULL","","1808","168","NULL","G+1","Active Listings","On PARK I LONG Park View I VASTU Compliant","Dubai Properties","",""
"11692143","2025-11-04","Mudon","Al Ranim","Al Ranim 1","","","4250000","1668","17949","2548","236.78","Townhouse","4","","NULL","NULL","","2915","270.77","Type 4B1","G+1","Active Listings","Spacious | Family Oriented | Great Investment","Dubai Properties","",""
"11659003","2025-11-26","Mudon","Al Ranim","Al Ranim 1","","","3600000","1624","17476","2217","206","Townhouse","3","","NULL","NULL","","1808","168","","G+1","Active Listings","Brand new 3-Beds | Keys in Hand | Ready to move","Dubai Properties","",""
"10992750","2025-11-04","Mudon","Al Ranim","Al Ranim 1","","","3300000","1488","16019","2217","206","Townhouse","3","","NULL","NULL","","1808","168","NULL","G+1","Active Listings","Brand New | Park-Facing | Multiple Units Available","Dubai Properties","",""
"10091112","2025-02-06","Mudon","Al Ranim","Al Ranim 1","","","2900000","1308","14078","2217","206","Townhouse","3","Community,Road,Walkway","NULL","NULL","","1872","173.96","NULL","G+1","Active Listings","Genuine Seller|Single Row |3BR +M|Elegant Layout","Dubai Properties","",""
"12300295","2025-12-22","Mudon","Al Ranim","Al Ranim 1","","","4290000","1684","18118","2548","236.78","Townhouse","4","","","","","2978","276.69","Type 4B1","G+1","Title Deed","","Dubai Properties","","Resale"
"12135948","2025-11-27","Mudon","Al Ranim","Al Ranim 1","","","4450000","1746","18794","2548","236.78","Townhouse","4","","","","","3033","281.75","","G+1","Title Deed","","Dubai Properties","","Resale"
"9076326","2025-08-22","Mudon","Al Ranim","Al Ranim 1","","","4125000","1619","17421","2548","236.78","Townhouse","4","","","","","2662","247.34","","G+1","Title Deed","","Dubai Properties","","Resale"
"11911483","2025-11-05","Mudon","Al Ranim","Al Ranim 1","","","4350000","1707","18371","2548","236.78","Townhouse","4","","","","","2599","241.49","","G+1","Title Deed","","Dubai Properties","","Resale"
"10944489","2025-09-01","Mudon","Al Ranim","Al Ranim 1","","","4200000","1648","17738","2549","236.78","Townhouse","4","","NULL","NULL","","2582","239.89","","G+1","Active Listings","Park View | Brand New | Family Living","Dubai Properties","",""
"12328510","2025-12-26","Mudon","Al Ranim","Al Ranim 1","","","3500000","1579","16990","2217","206","Townhouse","3","","NULL","NULL","","1808","168","NULL","G+1","Active Listings","Ready To Move 3 Beds Close To The Park And Pool","Dubai Properties","",""
"10883384","2025-09-12","Mudon","Al Ranim","Al Ranim 1","","","3450000","1556","16748","2217","206","Townhouse","3","","NULL","NULL","","1808","168","NULL","G+1","Active Listings","Motivated Seller|Fully Fitted Kitchen| Park Facing","Dubai Properties","",""
"10813853","2025-09-12","Mudon","Al Ranim","Al Ranim 1","","","3325000","1500","16141","2217","206","Townhouse","3","","NULL","NULL","","1808","167.99","","G+1","Active Listings","Close to Amenities | Brand New | 3 BR + Maids","Dubai Properties","",""
"10757352","2025-07-28","Mudon","Al Ranim","Al Ranim 1","","","3100000","1656","17816","1872","174","Townhouse","3","","NULL","NULL","","0","0","NULL","G+1","Active Listings","Motivated Seller| Single Row | Genuine Resale","Dubai Properties","",""
"12067142","2025-11-18","Mudon","Al Ranim","Al Ranim 1","","","3400000","1534","16505","2217","206","Townhouse","3","Community,Road","NULL","NULL","","1808","168","Type 3B1","G+1","Active Listings","Ready to Move | Single Row | Modern Living","Dubai Properties","",""
"10691302","2025-07-08","Mudon","Al Ranim","Al Ranim 1","","","3550000","1601","17233","2217","206","Townhouse","3","","NULL","NULL","","1808","168","NULL","G+1","Active Listings","Cash or Mortgage |On the Main Park |Genuine Seller","Dubai Properties","",""
"11715812","2025-12-07","Mudon","Al Ranim","Al Ranim 1","","","3350000","1511","16262","2217","206","Townhouse","3","","NULL","NULL","","1852","172.02","NULL","G+1","Active Listings","Prime Location | Spacious Layout | Best Price","Dubai Properties","",""
"11687691","2025-11-03","Mudon","Al Ranim","Al Ranim 1","","","4200000","1650","17722","2546","237","Townhouse","4","","NULL","NULL","","0","0","NULL","G+1","Active Listings","Premium 4 BR + Maid | Facing Pool and Park","Dubai Properties","",""
"11053736","2025-10-25","Mudon","Al Ranim","Al Ranim 1","","","4900000","1896","20417","2585","240","Townhouse","4","","NULL","NULL","","0","0","NULL","G+1","Active Listings","4 Beds Plus Family Room | Prime Location","Dubai Properties","",""
"10990257","2025-09-25","Mudon","Al Ranim","Al Ranim 1","","","3800000","1481","15966","2566","238","Townhouse","3","","NULL","NULL","","0","0","NULL","G+1","Active Listings","Mortgage | G + 2 | Park View | Ready To Move in","Dubai Properties","",""
"9068541","2025-08-14","Mudon","Al Ranim","Al Ranim 1","","","3500000","1363","14672","2567","238.55","Townhouse","3","","","","","1875","174.23","","G+2","Title Deed","","Dubai Properties","","Resale"
"11898907","2025-10-31","Mudon","Al Ranim","Al Ranim 1","","","3250000","1470","15822","2211","205.41","Townhouse","3","","","","","1866","173.38","","G+1","Title Deed","","Dubai Properties","","Resale"
